time,value
2023-08-23T17:00:00,27.77797619047618
2023-08-23T18:00:00,0.9779761904761983
2023-08-23T19:00:00,-23.62202380952381
2023-08-23T20:00:00,-40.62202380952381
2023-08-23T21:00:00,-49.222023809523805
2023-08-23T22:00:00,-44.82202380952381
2023-08-23T23:00:00,-31.12202380952381
2023-08-24T00:00:00,-6.322023809523813
2023-08-24T01:00:00,18.877976190476204
2023-08-24T02:00:00,37.377976190476204
2023-08-24T03:00:00,47.27797619047618
2023-08-24T04:00:00,46.27797619047618
2023-08-24T05:00:00,31.9779761904762
2023-08-24T06:00:00,7.577976190476193
2023-08-24T07:00:00,-17.62202380952381
2023-08-24T08:00:00,-39.32202380952381
2023-08-24T09:00:00,-51.82202380952381
2023-08-24T10:00:00,-56.222023809523805
2023-08-24T11:00:00,-51.0220238095238
2023-08-24T12:00:00,-28.322023809523813
2023-08-24T13:00:00,-4.822023809523813
2023-08-24T14:00:00,16.077976190476193
2023-08-24T15:00:00,33.27797619047618
2023-08-24T16:00:00,37.67797619047619
2023-08-24T17:00:00,32.377976190476204
2023-08-24T18:00:00,18.877976190476204
2023-08-24T19:00:00,-3.2220238095238045
2023-08-24T20:00:00,-23.0220238095238
2023-08-24T21:00:00,-36.0220238095238
2023-08-24T22:00:00,-44.32202380952381
2023-08-24T23:00:00,-41.12202380952381
2023-08-25T00:00:00,-27.222023809523805
2023-08-25T01:00:00,-7.2220238095238045
2023-08-25T02:00:00,12.577976190476193
2023-08-25T03:00:00,30.577976190476193
2023-08-25T04:00:00,40.17797619047619
2023-08-25T05:00:00,36.9779761904762
2023-08-25T06:00:00,28.4779761904762
2023-08-25T07:00:00,8.477976190476198
2023-08-25T08:00:00,-13.022023809523802
2023-08-25T09:00:00,-28.0220238095238
2023-08-25T10:00:00,-40.5220238095238
2023-08-25T11:00:00,-43.722023809523805
2023-08-25T12:00:00,-36.92202380952381
2023-08-25T13:00:00,-21.822023809523813
2023-08-25T14:00:00,-0.022023809523801674
2023-08-25T15:00:00,19.4779761904762
2023-08-25T16:00:00,32.67797619047619
2023-08-25T17:00:00,39.4779761904762
2023-08-25T18:00:00,36.877976190476204
2023-08-25T19:00:00,23.27797619047618
2023-08-25T20:00:00,6.877976190476204
2023-08-25T21:00:00,-10.62202380952381
2023-08-25T22:00:00,-25.0220238095238
2023-08-25T23:00:00,-33.0220238095238
2023-08-26T00:00:00,-34.62202380952381
2023-08-26T01:00:00,-23.5220238095238
2023-08-26T02:00:00,-8.922023809523807
2023-08-26T03:00:00,8.677976190476187
2023-08-26T04:00:00,27.177976190476187
2023-08-26T05:00:00,37.4779761904762
2023-08-26T06:00:00,40.9779761904762
2023-08-26T07:00:00,33.17797619047619
2023-08-26T08:00:00,18.577976190476193
2023-08-26T09:00:00,1.4779761904761983
2023-08-26T10:00:00,-16.322023809523813
2023-08-26T11:00:00,-29.222023809523805
2023-08-26T12:00:00,-36.222023809523805
2023-08-26T13:00:00,-33.5220238095238
2023-08-26T14:00:00,-20.722023809523805
2023-08-26T15:00:00,-3.2220238095238045
2023-08-26T16:00:00,15.877976190476204
2023-08-26T17:00:00,30.377976190476204
2023-08-26T18:00:00,40.07797619047619
2023-08-26T19:00:00,41.9779761904762
2023-08-26T20:00:00,32.27797619047618
2023-08-26T21:00:00,16.77797619047618
2023-08-26T22:00:00,-0.42202380952380736
2023-08-26T23:00:00,-16.922023809523807
2023-08-27T00:00:00,-31.12202380952381
2023-08-27T01:00:00,-36.5220238095238
2023-08-27T02:00:00,-30.422023809523807
2023-08-27T03:00:00,-18.722023809523805
2023-08-27T04:00:00,0.2779761904761813
2023-08-27T05:00:00,22.4779761904762
2023-08-27T06:00:00,38.27797619047618
2023-08-27T07:00:00,48.17797619047619
2023-08-27T08:00:00,47.4779761904762
2023-08-27T09:00:00,34.9779761904762
2023-08-27T10:00:00,17.077976190476193
2023-08-27T11:00:00,-3.4220238095238074
2023-08-27T12:00:00,-21.222023809523805
2023-08-27T13:00:00,-30.62202380952381
2023-08-27T14:00:00,-32.62202380952381
2023-08-27T15:00:00,-22.922023809523807
2023-08-27T16:00:00,-3.9220238095238074
2023-08-27T17:00:00,16.677976190476187
2023-08-27T18:00:00,37.877976190476204
2023-08-27T19:00:00,51.67797619047619
2023-08-27T20:00:00,56.07797619047619
2023-08-27T21:00:00,49.67797619047619
2023-08-27T22:00:00,30.877976190476204
2023-08-27T23:00:00,8.277976190476181
